p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.59084197956979e-54,1.16316137700353,1,1,2.13443268398879e-50,0,NPFR
7.26463091442362e-22,0.690874988843377,0.051,0.38,9.74695529788217e-18,0,Vmat
3.69260675166423e-18,0.276424055740282,0.08,0.404,4.9543704787079e-14,0,Sox21b
8.51753529564524e-15,0.286515283588503,0.086,0.374,1.14279771061672e-10,0,DIP-eta
3.41157844688103e-14,0.318513057822008,0.099,0.39,4.57731480218027e-10,0,Optix
4.67537364736951e-14,0.443946812199593,0.229,0.612,6.27294882267567e-10,0,br
1.22759078208163e-13,0.335713757482977,0.064,0.31,1.64705855231892e-09,0,DIP-zeta
1.98881156321274e-13,0.350174041685545,0.166,0.513,2.66838847436253e-09,0,DIP-kappa
2.58929397899209e-13,0.629724911686227,0.099,0.377,3.47405573161369e-09,0,Dh31
1.0914631809764e-12,0.377343414461211,0.134,0.447,1.46441614991603e-08,0,Cdc42
1.38058186827678e-12,0.3578263481324,0.178,0.519,1.85232669266696e-08,0,Tbh
2.14750126562933e-12,0.536064276422279,0.191,0.556,2.88130244809487e-08,0,bab1
6.72325734407652e-12,0.290258323635466,0.207,0.578,9.02059437854746e-08,0,CG32204
7.29157865762816e-12,0.276019926234413,0.076,0.313,9.7831110849397e-08,0,Hmx
8.95889405384723e-12,0.443070147749217,0.137,0.433,1.20201481520468e-07,0,Lim3
9.54109562443092e-12,0.262692225622205,0.137,0.433,1.2801287999299e-07,0,Rgk2
1.21099427037811e-11,0.251071456310695,0.15,0.455,1.62479101256631e-07,0,Gyc88E
1.35311876563277e-11,0.318330580214092,0.194,0.543,1.81547944784949e-07,0,Dop1R2
1.60210102761292e-11,0.257595357531133,0.156,0.473,2.14953894874826e-07,0,CG8079
3.41489096302828e-11,0.406527451526675,0.962,0.963,4.58175920509504e-07,0,CG10077
4.03426509919764e-11,0.2589534233131,0.137,0.42,5.41277348359347e-07,0,CG8343
5.84736265074037e-11,0.277805360014724,0.076,0.299,7.84540646849836e-07,0,Sf3b2
5.96657211426488e-11,0.339977665875403,0.105,0.353,8.00534980570919e-07,0,CG43689
6.03609433488646e-11,0.274067095993098,0.201,0.543,8.09862776911717e-07,0,AstC-R1
7.73207826507056e-11,0.485212550629268,0.232,0.578,1.03741294082452e-06,0,sNPF
8.54048014925255e-11,0.270455010435053,0.096,0.337,1.14587622162521e-06,0,CG17802
1.41085542623552e-10,0.504988679045171,0.169,0.479,1.8929447253802e-06,0,dac
2.09642925546457e-10,0.31705931531103,0.146,0.433,2.81277913205682e-06,0,CG7518
2.34032609893195e-10,0.300024964046696,0.185,0.505,3.14001552693699e-06,0,ND-MWFE
4.65032997871723e-10,0.281169744595536,0.197,0.527,6.2393477324449e-06,0,ATPsynD
5.86446201934911e-10,0.261831822743505,0.213,0.556,7.8683486913607e-06,0,CG30122
6.03798236356387e-10,0.302671379501189,0.146,0.425,8.10116093719365e-06,0,drl
7.11960497210642e-10,0.338415624330054,0.188,0.5,9.55237399107518e-06,0,5-HT2B
7.28657107776954e-10,0.338136411602154,0.204,0.54,9.77639241504339e-06,0,unc-5
8.36865296575439e-10,0.335855935028066,0.073,0.273,1.12282216841527e-05,0,pb
1.16375151589182e-09,0.296446056426937,0.134,0.393,1.56140540887205e-05,0,CG14024
1.61033342449415e-09,0.420665008771667,0.172,0.46,2.1605843556438e-05,0,AstC-R2
2.30846768435449e-09,0.303905010299027,0.182,0.481,3.09727109209842e-05,0,lncRNA:CR45919
2.39136108047827e-09,0.333535927935782,0.172,0.463,3.20848916167769e-05,0,Vha68-1
2.71977962572679e-09,0.332313206583821,0.223,0.564,3.64912832383763e-05,0,CG43740
4.42241779049627e-09,0.257645694572378,0.096,0.307,5.93355794950885e-05,0,CG12391
4.52340623622814e-09,0.273992599182769,0.137,0.39,6.0690541471473e-05,0,Tom20
5.10433906998057e-09,0.301452153445714,0.217,0.545,6.84849173019294e-05,0,robo3
5.36999735974299e-09,0.373087675140773,0.201,0.503,7.20492545756717e-05,0,DIP-theta
5.64587036554906e-09,0.298070071372228,0.223,0.551,7.57506426945717e-05,0,DIP-gamma
5.97021207862532e-09,0.302592530317566,0.137,0.388,8.01023354589159e-05,0,CG5214
6.21888510089364e-09,0.277017127689186,0.185,0.476,8.34387813986899e-05,0,Tpst
6.80107959464679e-09,0.276858804093545,0.252,0.578,9.1250084921376e-05,0,rn
1.27368868721241e-08,0.257804410670065,0.073,0.257,0.000170890811163289,0,CG5554
1.54503972504841e-08,0.398265809770979,0.185,0.468,0.000207297979909745,0,Drl-2
1.63943102617932e-08,0.257569165210141,0.086,0.275,0.00021996246078248,0,CG15537
1.71039619957191e-08,0.473056322049084,0.411,0.73,0.000229483858096564,0,CG14989
2.13492477060986e-08,0.257135306644388,0.105,0.316,0.000286442856472725,0,Yippee
2.56583948894718e-08,0.296713459472607,0.131,0.361,0.000344258684232043,0,CG9164
3.17671349315695e-08,0.306414177208912,0.191,0.479,0.000426219649376869,0,5-HT1B
3.21766225353359e-08,0.46207315030168,0.994,1,0.000431713744556602,0,lncRNA:Hsromega
3.28158135177563e-08,0.284049305039637,0.166,0.428,0.000440289769967736,0,Zir
3.7445199462612e-08,0.334189379492093,0.223,0.535,0.000502402241189865,0,Nmdar1
3.85452168002652e-08,0.374680720219494,0.522,0.826,0.000517161173809159,0,fru
4.19118468785283e-08,0.27957663031371,0.201,0.497,0.000562331249569215,0,CG18815
6.68645902344576e-08,0.314093429085035,0.248,0.588,0.000897122207175718,0,CkIIalpha
6.81268535617919e-08,0.483685474289799,0.102,0.302,0.000914057994238562,0,CG9123
8.34701010294125e-08,0.267800277654419,0.204,0.492,0.00111991834551163,0,CG8726
8.64786240851359e-08,0.273696390257379,0.255,0.602,0.00116028369935027,0,snRNP-U1-70K
9.02363613146376e-08,0.388860552899182,0.175,0.441,0.00121070125975849,0,Cdk5alpha
1.08551399490534e-07,0.452114514123647,0.223,0.529,0.00145643412696449,0,beat-IV
1.31169386484658e-07,0.29355826504593,0.242,0.561,0.00175989965846466,0,CG10384
1.36298488799398e-07,0.483779899246254,0.102,0.294,0.00182871682422152,0,ru
1.46339976936423e-07,0.330100237902954,0.261,0.602,0.00196344347055599,0,lncRNA:CR45332
2.06381087679002e-07,0.354071860608098,0.178,0.433,0.00276901505338917,0,CG12594
2.23135055338509e-07,0.323907295045953,0.245,0.567,0.00299380303747678,0,CG34347
2.39796726626239e-07,0.312603846497514,0.178,0.433,0.00321735268114425,0,CG13300
2.83994472803945e-07,0.340950930349282,0.175,0.425,0.00381035384161053,0,CG30419
3.01845604468441e-07,0.259406782825639,0.137,0.35,0.00404986247515308,0,lncRNA:CR46348
3.64179167437943e-07,0.292101649504718,0.131,0.34,0.00488619188951488,0,CG5282
3.79644563622508e-07,0.331307167814899,0.162,0.401,0.00509369111012319,0,COX8
3.86422940817265e-07,0.302494383852998,0.229,0.529,0.00518463659694524,0,RFeSP
3.96439860959332e-07,0.292652976210388,0.124,0.329,0.00531903361449136,0,CG14641
5.56057651292834e-07,0.295087505496001,0.217,0.503,0.00746062550739595,0,Amun
7.39718625444479e-07,0.424841871309261,0.213,0.497,0.00992480479758857,0,CG13594
9.93520981702167e-07,0.254863448894913,0.271,0.591,0.013330071011498,0,betaTub56D
1.10579405079056e-06,0.301417725887319,0.29,0.636,0.014836438779457,0,CG31030
1.12944711297504e-06,0.445292401739201,0.156,0.382,0.0151537919147861,0,Dak1
1.18130088281777e-06,0.497282995785176,0.236,0.532,0.015849513944766,0,CG34393
1.18543583151935e-06,0.335256380980022,0.258,0.583,0.0159049925514951,0,stmA
1.24079741485287e-06,0.428145896242872,0.102,0.278,0.016647778915081,0,Cisd2
1.39653984467752e-06,0.314576117636426,0.248,0.548,0.0187373750960383,0,CG13995
1.54563451799418e-06,0.27772183609033,0.287,0.623,0.0207377783279279,0,beta-Spec
1.63983471650282e-06,0.252579955223257,0.28,0.612,0.0220016623913183,0,dpr19
1.98033999836084e-06,0.462478346927464,0.172,0.406,0.0265702217580074,0,CG7985
2.04998343256685e-06,0.372537614983305,0.102,0.27,0.0275046277147494,0,CG12158
2.12607246897166e-06,0.386598266127052,0.242,0.527,0.0285255143161927,0,mAChR-B
2.3223964041415e-06,0.363205053042865,0.191,0.428,0.0311595925543665,0,spab
2.37474158373275e-06,0.286594546670237,0.108,0.281,0.0318619078289423,0,tnc
2.70993219480787e-06,0.346739774800635,0.268,0.586,0.0363591602577372,0,RyR
2.78882813756024e-06,0.28782266540418,0.293,0.623,0.0374177071216457,0,CG15803
2.89078301754649e-06,0.315126944594888,0.261,0.575,0.0387856357464213,0,Dab
7.29049137549096e-91,2.31363571037586,0.881,0.095,9.78165227849622e-87,1,cv-c
4.2702709037159e-89,2.10082729017023,0.827,0.044,5.72942247151563e-85,1,how
8.01279779563512e-83,1.60081428823176,0.751,0.027,1.07507708024036e-78,1,RhoGAP18B
8.03200961748007e-83,2.1639002963952,0.794,0.054,1.0776547303773e-78,1,CG34417
4.73172995140419e-78,1.31712260698952,0.697,0.017,6.34856207579901e-74,1,Hnf4
1.74023809937543e-77,2.26322959436271,0.776,0.061,2.33487745793202e-73,1,dpy
2.35016727112933e-77,1.2531253282956,0.704,0.019,3.15321942767422e-73,1,CG8740
2.608223075458e-77,1.63922263663681,0.744,0.036,3.499452900342e-73,1,CG8312
3.90894180683313e-77,2.47721275809739,0.726,0.039,5.244627222228e-73,1,lncRNA:CR43314
5.97649156993615e-76,1.70601144899476,0.718,0.034,8.01865873938334e-72,1,CG6040
1.34341262212336e-75,1.46788702080434,0.751,0.046,1.80245671510292e-71,1,pio
4.08047481434478e-74,1.13398671848354,0.679,0.019,5.47477305840639e-70,1,Clk
6.76526984689608e-74,1.22963122418615,0.682,0.019,9.07696255358047e-70,1,grh
1.0625881783218e-72,1.17556554839257,0.646,0.012,1.42567455885436e-68,1,Ets98B
1.43010946146038e-72,1.59093869648461,0.791,0.075,1.91877786444139e-68,1,tim
2.96999751518719e-71,1.78989941852137,0.993,0.423,3.98484566612665e-67,1,Eip93F
2.37683521567885e-70,1.11010688255052,0.639,0.015,3.18899980887631e-66,1,Egfr
3.02230820104811e-69,1.48608258340303,0.69,0.034,4.05503091334625e-65,1,CG34398
1.19376788244433e-68,1.41074759198275,0.751,0.068,1.60167836787556e-64,1,Nost
1.40223065207819e-68,1.68929933708116,0.668,0.032,1.8813728658933e-64,1,fus
2.65406532766071e-68,1.0325896486924,0.733,0.056,3.56095945012238e-64,1,bru2
3.20158118075356e-68,1.56723594280513,0.798,0.095,4.29556147021705e-64,1,crb
5.10622864826571e-68,1.23246553234294,0.736,0.056,6.8510269773781e-64,1,FER
6.79067098014746e-68,1.38870833990574,0.65,0.024,9.11104325406384e-64,1,RhoGEF64C
3.1021728350951e-67,1.34888904412391,0.805,0.09,4.1621852928471e-63,1,baz
3.62043457388283e-67,1.13468132145542,0.686,0.039,4.85753706777859e-63,1,sog
2.26173271729747e-66,1.03109922159761,0.679,0.039,3.03456678679802e-62,1,ttk
5.26821587770756e-66,1.09292979746571,0.668,0.036,7.06836524312023e-62,1,foxo
8.07478745126731e-66,0.989024945035291,0.653,0.029,1.08339423233654e-61,1,N
3.3414025839026e-65,1.24664606826783,0.646,0.032,4.48315984682212e-61,1,snu
6.70868015306641e-65,1.77579037847772,0.722,0.066,9.0010361613692e-61,1,CG4928
2.4040187417845e-64,1.19330595760727,0.578,0.007,3.22547194585226e-60,1,CG3168
3.13310794475833e-63,1.15584664891784,0.805,0.1,4.20369092948226e-59,1,kibra
4.93941441359186e-63,1.70477930639145,0.838,0.139,6.6272123187162e-59,1,Gs2
9.71207252997015e-63,1.23675553713574,0.675,0.049,1.30306877134609e-58,1,Lsd-2
1.00060656233837e-62,0.841048885330302,0.625,0.027,1.34251382468939e-58,1,nahoda
1.2985015244233e-62,0.993996781807816,0.588,0.015,1.74219949531875e-58,1,ovo
7.24506854415007e-62,0.804906533492207,0.603,0.022,9.72070846568615e-58,1,if
7.6061093192192e-62,1.22469353017671,0.657,0.044,1.02051168735964e-57,1,IRSp53
8.34781387997777e-62,0.929270333779354,0.675,0.049,1.12002618827662e-57,1,jbug
1.12626806613335e-61,1.83097208333413,0.751,0.1,1.51111386433112e-57,1,trol
1.57647586259319e-61,1.18279069868279,0.585,0.017,2.11515766484128e-57,1,CG31176
1.74781782805081e-61,1.00593165437135,0.621,0.032,2.34504717989577e-57,1,IP3K2
3.79950225944166e-61,1.00929344251062,0.592,0.019,5.09779218149287e-57,1,CG8180
8.41304250187832e-61,0.772069658824458,0.588,0.019,1.12877791247701e-56,1,kst
2.68872317907401e-60,1.02566513861793,0.65,0.044,3.60745988936361e-56,1,vri
3.28363811798573e-60,0.820967757655842,0.614,0.029,4.40565726290145e-56,1,CG2841
3.31887350402275e-60,1.4751919315252,0.975,0.501,4.45293258034732e-56,1,CG9932
2.40479156344107e-59,0.808673682801007,0.628,0.036,3.22650884066888e-55,1,ogre
2.42069802690201e-59,0.727964654227134,0.563,0.015,3.24785054269443e-55,1,chas
2.70674829819269e-59,1.70719690329007,0.653,0.056,3.63164419168514e-55,1,CG34120
7.57809779594922e-59,0.905301625117991,0.567,0.017,1.01675338128251e-54,1,Tis11
1.2889399879035e-58,0.669802981117709,0.632,0.039,1.72937078177012e-54,1,Shrm
1.83421040439623e-58,1.54098948886133,0.675,0.066,2.46096009957842e-54,1,CG40006
2.74524844834775e-58,0.828460727387455,0.549,0.012,3.68329984314817e-54,1,dsx
6.10255181341199e-58,1.37309058587256,0.834,0.156,8.18779376805487e-54,1,lncRNA:CR43334
7.99730504708789e-58,1.3689038230176,0.697,0.075,1.07299841816778e-53,1,Eaat1
1.02252664678378e-57,1.69883406680742,0.635,0.051,1.3719240019898e-53,1,CG33970
2.01620545791118e-57,0.711267590992402,0.542,0.012,2.70514286287943e-53,1,Samuel
5.33198631572848e-57,0.641688855621046,0.545,0.015,7.1539260398129e-53,1,Myo10A
8.17037390509499e-57,1.4532938482387,0.585,0.032,1.0962190668466e-52,1,ELOVL
8.88222504704548e-57,0.799030392748958,0.567,0.022,1.19172813456209e-52,1,CG12065
1.51627827735714e-56,0.922976360178228,0.513,0.005,2.03439056473008e-52,1,qsm
6.01159235357107e-56,0.88684595268171,0.596,0.034,8.0657534607863e-52,1,pnt
7.71589795263204e-56,0.974180403281898,0.621,0.044,1.03524202830464e-51,1,h
1.06219011910841e-55,0.991017803436777,0.52,0.01,1.42514048280776e-51,1,CG15673
2.18566739010236e-55,0.68535750327212,0.527,0.012,2.93250993730033e-51,1,for
2.91988364115205e-55,0.751221706938581,0.556,0.022,3.91760788133371e-51,1,CG12814
3.04384760651776e-55,0.695211002038957,0.585,0.032,4.08393033366487e-51,1,CG14275
3.86056348886372e-55,0.424731886339138,0.527,0.012,5.17971803300845e-51,1,olf186-M
1.20762262001692e-54,0.901869634865383,0.549,0.022,1.62026726927671e-50,1,Best2
1.59214794278104e-54,0.91541769459418,0.643,0.056,2.13618489482932e-50,1,CG43340
3.55780851249749e-54,1.11516969769602,0.765,0.114,4.77351168121789e-50,1,Sarm
4.10762729879149e-54,0.997089961467911,0.664,0.068,5.51120354678855e-50,1,CAH1
5.67893949693897e-54,0.799455176372672,0.574,0.032,7.61943312304301e-50,1,CrebA
7.71540180916451e-54,1.0217380152255,0.531,0.017,1.0351754607356e-49,1,GV1
1.13538422829433e-53,0.974789656820836,0.729,0.092,1.52334501910251e-49,1,Lmpt
1.82587973047553e-53,1.03386369273291,0.542,0.022,2.44978283437902e-49,1,Mmp1
2.8707696146303e-53,0.824630737996036,0.65,0.061,3.85171159194947e-49,1,CG30460
3.02109583879307e-53,0.872978299144564,0.639,0.058,4.05340428690867e-49,1,AnxB9
4.87688756650826e-53,0.581560894107303,0.502,0.01,6.54332004798413e-49,1,Hil
6.0212050315783e-53,0.661668410565745,0.523,0.017,8.0786507908686e-49,1,blot
9.02460959589191e-53,0.64544175935418,0.509,0.012,1.21083186948082e-48,1,Tie
1.20264225832255e-52,0.65976959379101,0.52,0.017,1.61358511799137e-48,1,CG42327
1.43284348558086e-52,0.703580044781159,0.527,0.019,1.92244610460385e-48,1,zormin
1.43620889970988e-52,0.797302643692319,0.549,0.027,1.92696148074075e-48,1,pyr
2.11382711770837e-52,0.837126407858721,0.513,0.015,2.83612184382931e-48,1,fng
2.23842554231201e-52,1.10776030671553,0.61,0.054,3.00329555012002e-48,1,CG6409
2.99382501311846e-52,1.48196532405574,0.816,0.178,4.01681502010104e-48,1,5-HT2A
3.19475031540912e-52,0.832438452526993,0.664,0.073,4.28639649818442e-48,1,CG5953
3.82251519485384e-52,0.635998359785512,0.549,0.027,5.12866863693539e-48,1,Rac2
6.40384862623153e-52,0.812005073130022,0.614,0.051,8.59204370181485e-48,1,sv
6.50511328191375e-52,0.588006731514412,0.574,0.036,8.72791049034368e-48,1,CG30069
7.29701426642433e-52,0.576035799380897,0.502,0.012,9.79040404126153e-48,1,pain
9.03380780427179e-52,0.619056949803606,0.578,0.039,1.21206599309915e-47,1,CG9628
1.23085571942211e-51,0.529835012995634,0.484,0.007,1.65143911874864e-47,1,Tab2
1.23459433797078e-51,0.679360486135344,0.61,0.051,1.65645522325539e-47,1,cv-2
2.45675353523692e-51,0.537511543100349,0.563,0.034,3.29622621822737e-47,1,pst
3.19886295896868e-51,0.615895742022811,0.513,0.017,4.29191443204827e-47,1,Reg-5
3.4208847870997e-51,0.656899047294473,0.545,0.029,4.58980111885167e-47,1,pdgy
4.95675672964839e-51,0.667609499584999,0.487,0.01,6.65048050416924e-47,1,Myd88
5.24869392064005e-51,0.704011276244435,0.679,0.078,7.04217263332276e-47,1,MESR3
9.18937513207805e-51,0.766347895217892,0.664,0.075,1.23293846147091e-46,1,bnb
1.36850280291449e-50,0.716048540396918,0.588,0.046,1.83612021067037e-46,1,whd
1.50608195261724e-50,0.667357575448678,0.491,0.012,2.02071015582655e-46,1,AdamTS-B
1.66563873688004e-50,0.58515090432106,0.592,0.049,2.23478749327196e-46,1,Fhos
1.89812853727777e-50,1.31545898925153,0.726,0.117,2.54671905846559e-46,1,vir-1
2.16553771895663e-50,0.61716055287071,0.527,0.024,2.90550195752411e-46,1,CG10311
2.20997000326942e-50,0.503837073993991,0.498,0.015,2.96511675338658e-46,1,aru
6.31681120721073e-50,2.11896544560011,0.542,0.034,8.47526559671464e-46,1,sls
1.19477495889004e-49,0.52317501837213,0.531,0.027,1.60302956234276e-45,1,dl
2.00683603152435e-49,0.464573629939295,0.542,0.032,2.69257190349622e-45,1,CG3164
2.2170536760472e-49,0.804991233370004,0.996,0.883,2.97462091715253e-45,1,Pdp1
2.30585088789002e-49,1.06664465645814,0.596,0.056,3.09376013628203e-45,1,Rab32
2.38319975810564e-49,1.13437294110691,0.491,0.017,3.19753911545034e-45,1,retn
2.4452307328284e-49,0.642383923554767,0.61,0.056,3.28076607423586e-45,1,Dif
2.48298628446604e-49,0.921494777916952,0.704,0.102,3.33142269786808e-45,1,Pino
3.27785911144251e-49,0.696461665552208,0.646,0.073,4.39790356982241e-45,1,GstD1
3.57186336406974e-49,0.616271094434945,0.531,0.029,4.79236907557237e-45,1,eya
3.86077551021853e-49,0.673621410163295,0.523,0.027,5.1800025020602e-45,1,ClC-a
4.08013743292124e-49,0.747636251470382,0.523,0.027,5.47432039375043e-45,1,Thor
4.84869696359944e-49,0.690955717251047,0.531,0.029,6.50549671606137e-45,1,bdl
9.24817183743689e-49,0.711093632956851,0.484,0.015,1.24082721542891e-44,1,T48
1.06308594289023e-48,0.466928651376414,0.484,0.015,1.42634240957582e-44,1,CG6701
1.27515409885081e-48,0.728233309374738,0.513,0.024,1.71087425442813e-44,1,gl
1.6245971402339e-48,0.640092761963701,0.534,0.032,2.17972198305182e-44,1,CG11073
1.64278121861745e-48,0.575030926567367,0.491,0.017,2.20411956101904e-44,1,CG12581
1.86477224771272e-48,0.725530367049665,0.578,0.049,2.50196492475616e-44,1,Gbs-70E
2.43366723686484e-48,0.652451922479288,0.675,0.085,3.26525133170156e-44,1,myo
4.25035573203615e-48,0.477580551096438,0.578,0.049,5.7027022856729e-44,1,CG11791
5.21519056821659e-48,0.918205143101771,0.827,0.17,6.9972211853762e-44,1,Eip74EF
6.12665378633572e-48,0.508371941830848,0.448,0.005,8.22013138512664e-44,1,ken
8.42846483316127e-48,0.637038553571955,0.646,0.075,1.13084712666525e-43,1,be
8.52515415791238e-48,0.524797700286431,0.462,0.01,1.1438199333671e-43,1,CG6398
9.68918431692058e-48,0.487928395739255,0.596,0.056,1.29999785980123e-43,1,fray
1.40128398762667e-47,0.63580058320574,0.552,0.041,1.8801027261987e-43,1,sprt
1.52472298908356e-47,0.659689719518866,0.498,0.022,2.04572083445342e-43,1,CG32365
1.69553379588415e-47,0.496299903310515,0.444,0.005,2.27489769393777e-43,1,PGRP-LC
1.91072115124696e-47,0.691281870745705,0.671,0.09,2.56361456862805e-43,1,Pvr
2.55946323789269e-47,0.636968176004573,0.588,0.056,3.43403182628063e-43,1,stw
2.85193947276734e-47,0.72091790195616,0.473,0.015,3.82644719061194e-43,1,Tsp74F
3.16022430839194e-47,0.618645808365904,0.502,0.024,4.24007295456947e-43,1,CG8034
3.63732684745493e-47,0.349985682772318,0.581,0.051,4.88020143123028e-43,1,ey
3.9960639596049e-47,0.73351611478941,0.498,0.024,5.3615190146019e-43,1,Vinc
5.12501973860603e-47,0.776957103984974,0.61,0.066,6.87623898328771e-43,1,form3
7.12393487566791e-47,0.642031890654709,0.491,0.022,9.55818342268364e-43,1,CG31869
8.29198566268753e-47,0.519351222547696,0.462,0.012,1.11253571636279e-42,1,wdp
9.27452111550404e-47,0.914759753064352,0.451,0.01,1.24436249806718e-42,1,CG17005
1.11763343196443e-46,0.573454409136924,0.484,0.019,1.49952877566668e-42,1,SP1173
1.17248328189041e-46,0.480106043681989,0.563,0.046,1.57312081931236e-42,1,Dll
1.70468564474412e-46,0.660828809781327,0.617,0.071,2.28717672955319e-42,1,Tsp42Ea
1.73294514693797e-46,0.567146609902248,0.444,0.007,2.32509250364668e-42,1,CG17834
2.42957958052262e-46,1.34736159712436,0.455,0.012,3.2597669231872e-42,1,lncRNA:CR45456
6.54529220289444e-46,0.500107574452368,0.534,0.039,8.78181854862347e-42,1,CG33978
8.68717645891785e-46,0.776332761267161,0.516,0.034,1.16555846549301e-41,1,mfas
9.66162323148555e-46,0.550090316795506,0.43,0.005,1.29629998896842e-41,1,rols
1.15527091494801e-45,1.17241257210725,0.682,0.112,1.55002698658574e-41,1,CG5973
1.9385661483771e-45,0.460891927260091,0.567,0.051,2.60097420127755e-41,1,Gp150
2.04410391736448e-45,0.77715928675652,0.487,0.024,2.74257422592792e-41,1,CG31689
2.53616893625086e-45,0.813673301692747,0.419,0.002,3.40277786176778e-41,1,lncRNA:CR45457
3.17737370678443e-45,0.529674484487094,0.502,0.029,4.26308230239267e-41,1,DCX-EMAP
3.92976137571817e-45,0.564546483702563,0.697,0.105,5.27256083780107e-41,1,Atf3
6.55760305733172e-45,0.56432415739437,0.415,0.002,8.79833602202197e-41,1,Ncc69
6.89965090762104e-45,0.742338075762214,0.415,0.002,9.25726162275515e-41,1,CG7084
7.32527528037778e-45,0.456763959199304,0.599,0.066,9.82832184368287e-41,1,Esyt2
1.67925710564894e-44,0.448553728740717,0.563,0.054,2.25305925864918e-40,1,Aldh
1.68414302247265e-44,1.10556998289818,0.924,0.292,2.25961469325155e-40,1,Xrp1
1.91420879236527e-44,0.938376705200883,0.884,0.234,2.56829393671649e-40,1,Moe
2.30293433160171e-44,0.418461317901201,0.466,0.019,3.08984699271001e-40,1,pk
2.54095405706439e-44,0.535364196265929,0.419,0.005,3.4091980583633e-40,1,lama
3.04292179333618e-44,0.614383026340407,0.556,0.054,4.08268817011915e-40,1,BomT3
4.00999539737492e-44,0.527164713444615,0.455,0.017,5.38021082465793e-40,1,CG14830
4.65682038188119e-44,0.649161592602006,0.527,0.044,6.24805590636999e-40,1,vn
4.75352216886289e-44,0.786128519121355,0.487,0.029,6.37780069396334e-40,1,Strn-Mlck
4.95779345889947e-44,0.438984240836195,0.531,0.044,6.65187148380542e-40,1,CG30197
8.90897894400127e-44,0.610228465115956,0.617,0.08,1.19531770491665e-39,1,Drgx
9.48609334073081e-44,0.52824426115889,0.509,0.036,1.27274914352585e-39,1,ITP
1.0147270988175e-43,0.48661010840518,0.437,0.012,1.36145934848344e-39,1,Ldsdh1
1.18159553265521e-43,0.578748688371091,0.473,0.024,1.5853467261635e-39,1,lncRNA:CR31044
1.30442005306821e-43,0.455051584689035,0.451,0.017,1.75014038520161e-39,1,Galphai
1.33923806113618e-43,0.660670290186897,0.661,0.097,1.79685570662641e-39,1,dnr1
1.41368863536258e-43,0.474710657848318,0.635,0.083,1.89674604206597e-39,1,CG5455
1.43109200295345e-43,0.742751343184736,0.708,0.119,1.92009614036264e-39,1,Pdk
1.93111455491157e-43,0.377244968123214,0.599,0.071,2.59097639832485e-39,1,cbt
2.06021034147186e-43,0.453696024797158,0.419,0.007,2.76418421515279e-39,1,CG8547
2.32551037522518e-43,1.00225087796805,0.913,0.287,3.12013727043962e-39,1,cnc
2.88874127523695e-43,0.777581204872013,0.437,0.015,3.87582416898541e-39,1,CG32694
